dataset,detector,image_id,image_path,missed_pedestrians,missed_cyclists,small_missed_vru,medium_missed_vru,large_missed_vru,total_safety_false_negatives,max_best_same_class_iou,max_best_wrong_class_iou,safety_critical_score,image_width,image_height,total_gt_in_image,total_predictions_in_image
waymo,yolo,9041488218266405018_6454_030_6474_030_1508979404318837,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979404318837.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,3
waymo,yolo,9041488218266405018_6454_030_6474_030_1508979404818573,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979404818573.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,8,2
waymo,yolo,933621182106051783_4160_000_4180_000_1543516679772740,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516679772740.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,20,16
waymo,yolo,933621182106051783_4160_000_4180_000_1543516680272804,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516680272804.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,25,8
waymo,yolo,933621182106051783_4160_000_4180_000_1543516680772741,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516680772741.png,2,0,2,0,0,2,0.0,0.064064,3.0,640,640,23,10
waymo,yolo,933621182106051783_4160_000_4180_000_1543516681272611,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516681272611.png,2,0,2,0,0,2,0.0,0.082666,3.0,640,640,13,8
waymo,yolo,933621182106051783_4160_000_4180_000_1543516681772503,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516681772503.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,23,8
waymo,yolo,933621182106051783_4160_000_4180_000_1543516682772615,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516682772615.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,31,7
waymo,yolo,933621182106051783_4160_000_4180_000_1543516683772644,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516683772644.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,31,8
waymo,yolo,933621182106051783_4160_000_4180_000_1543516684272735,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516684272735.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,29,6
waymo,yolo,933621182106051783_4160_000_4180_000_1543516684772668,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516684772668.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,30,6
waymo,yolo,933621182106051783_4160_000_4180_000_1543516685272552,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516685272552.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,31,6
waymo,yolo,933621182106051783_4160_000_4180_000_1543516685772579,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516685772579.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,32,6
waymo,yolo,933621182106051783_4160_000_4180_000_1543516686272690,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516686272690.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,29,6
waymo,yolo,933621182106051783_4160_000_4180_000_1543516688772624,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516688772624.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,29,7
kitti,rtdetr,002780,data\processed\milestone_3\images\kitti\val\002780.png,2,0,2,0,0,2,0.305526,0.352326,3.0,640,640,9,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811445344959,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811445344959.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,8,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811445844951,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811445844951.png,2,0,2,0,0,2,0.0,0.00241,3.0,640,640,8,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811446345017,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811446345017.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811446844951,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811446844951.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811447344942,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811447344942.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811447844906,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811447844906.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,10,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811448344911,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811448344911.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,10,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811448844825,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811448844825.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,10,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811449344893,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811449344893.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,11,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811449844972,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811449844972.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,12,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811450345063,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811450345063.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,12,300
waymo,rtdetr,10335539493577748957_1372_870_1392_870_1508811450845190,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811450845190.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,12,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042920372242,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042920372242.png,2,0,2,0,0,2,0.0,0.111736,3.0,640,640,16,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042920872363,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042920872363.png,2,0,2,0,0,2,0.0,0.229946,3.0,640,640,17,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042921372457,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042921372457.png,2,0,2,0,0,2,0.0,0.008804,3.0,640,640,18,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042921872459,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042921872459.png,2,0,2,0,0,2,0.0,0.222024,3.0,640,640,18,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042924372453,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042924372453.png,2,0,2,0,0,2,0.441437,0.018694,3.0,640,640,18,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042926372139,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042926372139.png,2,0,2,0,0,2,0.23888,0.258864,3.0,640,640,14,300
waymo,rtdetr,11660186733224028707_420_000_440_000_1541042926872276,data\processed\milestone_3\images\waymo\external\11660186733224028707_420_000_440_000_1541042926872276.png,2,0,2,0,0,2,0.0,0.127261,3.0,640,640,13,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937205899042,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937205899042.png,2,0,2,0,0,2,0.040923,0.064758,3.0,640,640,41,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937206898986,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937206898986.png,2,0,2,0,0,2,0.012663,0.046093,3.0,640,640,41,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937207399013,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937207399013.png,2,0,2,0,0,2,0.010258,0.049798,3.0,640,640,41,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937207898989,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937207898989.png,2,0,2,0,0,2,0.015237,0.051923,3.0,640,640,40,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937208399015,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937208399015.png,2,0,2,0,0,2,0.0145,0.063197,3.0,640,640,38,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937208899013,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937208899013.png,2,0,2,0,0,2,0.048208,0.066123,3.0,640,640,39,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937209398838,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937209398838.png,2,0,2,0,0,2,0.073087,0.037428,3.0,640,640,41,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937210398649,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937210398649.png,2,0,2,0,0,2,0.115874,0.033646,3.0,640,640,40,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937210898587,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937210898587.png,2,0,2,0,0,2,0.44218,0.069248,3.0,640,640,38,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937211398460,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937211398460.png,2,0,2,0,0,2,0.492846,0.445499,3.0,640,640,38,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937212898542,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937212898542.png,2,0,2,0,0,2,0.453717,0.692347,3.0,640,640,36,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937219898991,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937219898991.png,2,0,2,0,0,2,0.111231,0.068014,3.0,640,640,27,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937220398802,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937220398802.png,2,0,2,0,0,2,0.239461,0.011292,3.0,640,640,26,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937220898674,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937220898674.png,2,0,2,0,0,2,0.060156,0.043866,3.0,640,640,26,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937221398660,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937221398660.png,2,0,2,0,0,2,0.000262,0.06691,3.0,640,640,25,300
waymo,rtdetr,12657584952502228282_3940_000_3960_000_1549937221898992,data\processed\milestone_3\images\waymo\external\12657584952502228282_3940_000_3960_000_1549937221898992.png,2,0,2,0,0,2,0.024365,0.166312,3.0,640,640,24,300
waymo,rtdetr,13356997604177841771_3360_000_3380_000_1557267392587594,data\processed\milestone_3\images\waymo\external\13356997604177841771_3360_000_3380_000_1557267392587594.png,2,0,2,0,0,2,0.461176,0.461176,3.0,640,640,36,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668659259378,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668659259378.png,2,0,2,0,0,2,0.0,0.005453,3.0,640,640,17,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668659759443,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668659759443.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,19,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668660859805,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668660859805.png,2,0,2,0,0,2,0.0,0.001619,3.0,640,640,18,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668661359830,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668661359830.png,2,0,2,0,0,2,0.0,0.038184,3.0,640,640,17,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668661859935,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668661859935.png,2,0,2,0,0,2,0.0,0.017173,3.0,640,640,19,300
waymo,rtdetr,14107757919671295130_3546_370_3566_370_1511668662360090,data\processed\milestone_3\images\waymo\external\14107757919671295130_3546_370_3566_370_1511668662360090.png,2,0,2,0,0,2,0.367767,0.231505,3.0,640,640,20,300
waymo,rtdetr,14300007604205869133_1160_000_1180_000_1544753132273803,data\processed\milestone_3\images\waymo\external\14300007604205869133_1160_000_1180_000_1544753132273803.png,2,0,2,0,0,2,0.0,0.138498,3.0,640,640,35,300
waymo,rtdetr,14300007604205869133_1160_000_1180_000_1544753134273660,data\processed\milestone_3\images\waymo\external\14300007604205869133_1160_000_1180_000_1544753134273660.png,2,0,2,0,0,2,0.0,0.115037,3.0,640,640,36,300
waymo,rtdetr,14300007604205869133_1160_000_1180_000_1544753137273857,data\processed\milestone_3\images\waymo\external\14300007604205869133_1160_000_1180_000_1544753137273857.png,2,0,2,0,0,2,0.0,0.418317,3.0,640,640,31,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129113479025,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129113479025.png,2,0,2,0,0,2,0.004489,0.01282,3.0,640,640,24,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129113978982,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129113978982.png,2,0,2,0,0,2,0.006463,0.02523,3.0,640,640,25,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129114479027,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129114479027.png,2,0,2,0,0,2,0.0,0.003806,3.0,640,640,27,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129114979008,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129114979008.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,26,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129115479150,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129115479150.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,25,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129115979075,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129115979075.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,22,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129116479000,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129116479000.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,18,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129116978989,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129116978989.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,17,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129117479025,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129117479025.png,2,0,2,0,0,2,0.035583,0.0,3.0,640,640,16,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129117979206,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129117979206.png,2,0,2,0,0,2,0.0,0.00063,3.0,640,640,12,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129118479307,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129118479307.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,13,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129118979456,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129118979456.png,2,0,2,0,0,2,0.125415,0.002208,3.0,640,640,12,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129119479755,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129119479755.png,2,0,2,0,0,2,0.051713,0.0,3.0,640,640,11,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129119979452,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129119979452.png,2,0,2,0,0,2,0.158902,0.158902,3.0,640,640,12,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129120478938,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129120478938.png,2,0,2,0,0,2,0.094935,0.0,3.0,640,640,13,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129120978713,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129120978713.png,2,0,2,0,0,2,0.252513,0.252513,3.0,640,640,12,300
waymo,rtdetr,2105808889850693535_2295_720_2315_720_1511129121478755,data\processed\milestone_3\images\waymo\external\2105808889850693535_2295_720_2315_720_1511129121478755.png,2,0,2,0,0,2,0.299729,0.00109,3.0,640,640,12,300
waymo,rtdetr,2736377008667623133_2676_410_2696_410_1511721507501045,data\processed\milestone_3\images\waymo\external\2736377008667623133_2676_410_2696_410_1511721507501045.png,2,0,2,0,0,2,0.475746,0.274964,3.0,640,640,6,300
waymo,rtdetr,4409585400955983988_3500_470_3520_470_1507165533993794,data\processed\milestone_3\images\waymo\external\4409585400955983988_3500_470_3520_470_1507165533993794.png,2,0,2,0,0,2,0.339244,0.339244,3.0,640,640,4,300
waymo,rtdetr,4409585400955983988_3500_470_3520_470_1507165534497677,data\processed\milestone_3\images\waymo\external\4409585400955983988_3500_470_3520_470_1507165534497677.png,2,0,2,0,0,2,0.330486,0.330486,3.0,640,640,5,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693971749291,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693971749291.png,2,0,2,0,0,2,0.061842,0.170335,3.0,640,640,6,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693972249331,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693972249331.png,2,0,2,0,0,2,0.0,0.150254,3.0,640,640,32,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693972749396,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693972749396.png,2,0,2,0,0,2,0.193382,0.193382,3.0,640,640,40,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693973249349,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693973249349.png,2,0,2,0,0,2,0.176597,0.176597,3.0,640,640,40,300
waymo,rtdetr,4690718861228194910_1980_000_2000_000_1552693974249248,data\processed\milestone_3\images\waymo\external\4690718861228194910_1980_000_2000_000_1552693974249248.png,2,0,2,0,0,2,0.0,0.069353,3.0,640,640,40,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988296759323,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988296759323.png,2,0,2,0,0,2,0.0,0.148374,3.0,640,640,33,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988301257952,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988301257952.png,2,0,2,0,0,2,0.387546,0.387546,3.0,640,640,27,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988302258459,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988302258459.png,2,0,2,0,0,2,0.480168,0.480168,3.0,640,640,26,300
waymo,rtdetr,6324079979569135086_2372_300_2392_300_1506988306758538,data\processed\milestone_3\images\waymo\external\6324079979569135086_2372_300_2392_300_1506988306758538.png,2,0,2,0,0,2,0.471323,0.471323,3.0,640,640,24,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979397226001,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979397226001.png,2,0,2,0,0,2,0.040035,0.0,3.0,640,640,13,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979401222393,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979401222393.png,2,0,2,0,0,2,0.041836,0.041836,3.0,640,640,15,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979401721541,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979401721541.png,2,0,2,0,0,2,0.002629,0.05166,3.0,640,640,16,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979402320684,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979402320684.png,2,0,2,0,0,2,0.0,0.086879,3.0,640,640,15,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979402820107,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979402820107.png,2,0,2,0,0,2,0.199473,0.199473,3.0,640,640,14,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979403319599,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979403319599.png,2,0,2,0,0,2,0.143263,0.143263,3.0,640,640,10,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979403819100,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979403819100.png,2,0,2,0,0,2,0.246268,0.246268,3.0,640,640,9,300
waymo,rtdetr,9041488218266405018_6454_030_6474_030_1508979404818573,data\processed\milestone_3\images\waymo\external\9041488218266405018_6454_030_6474_030_1508979404818573.png,2,0,2,0,0,2,0.463988,0.463988,3.0,640,640,8,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516677772377,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516677772377.png,2,0,2,0,0,2,0.3199,0.3199,3.0,640,640,33,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516678272423,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516678272423.png,2,0,2,0,0,2,0.089671,0.085656,3.0,640,640,31,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516679772740,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516679772740.png,2,0,2,0,0,2,0.0,0.008071,3.0,640,640,20,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516680772741,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516680772741.png,2,0,2,0,0,2,0.095269,0.105209,3.0,640,640,23,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516681272611,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516681272611.png,2,0,2,0,0,2,0.463848,0.108114,3.0,640,640,13,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516682772615,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516682772615.png,2,0,2,0,0,2,0.0,0.165923,3.0,640,640,31,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516683272615,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516683272615.png,2,0,2,0,0,2,0.0,0.000997,3.0,640,640,33,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516686772721,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516686772721.png,2,0,2,0,0,2,0.051062,0.051062,3.0,640,640,31,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516687272709,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516687272709.png,2,0,2,0,0,2,0.040234,0.002274,3.0,640,640,31,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516687772629,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516687772629.png,2,0,2,0,0,2,0.0,0.001557,3.0,640,640,30,300
waymo,rtdetr,933621182106051783_4160_000_4180_000_1543516688272598,data\processed\milestone_3\images\waymo\external\933621182106051783_4160_000_4180_000_1543516688272598.png,2,0,2,0,0,2,0.015468,0.015468,3.0,640,640,30,300
kitti,retinanet,000201,data\processed\milestone_3\images\kitti\val\000201.png,2,0,2,0,0,2,0.119779,0.278321,3.0,640,640,12,288
kitti,retinanet,000502,data\processed\milestone_3\images\kitti\val\000502.png,2,0,2,0,0,2,0.013755,0.140858,3.0,640,640,11,289
kitti,retinanet,001958,data\processed\milestone_3\images\kitti\val\001958.png,2,0,2,0,0,2,0.475274,0.475274,3.0,640,640,8,300
kitti,retinanet,003454,data\processed\milestone_3\images\kitti\val\003454.png,2,0,2,0,0,2,0.461801,0.552572,3.0,640,640,10,300
kitti,retinanet,004186,data\processed\milestone_3\images\kitti\val\004186.png,2,0,2,0,0,2,0.115618,0.438472,3.0,640,640,12,300
kitti,retinanet,004583,data\processed\milestone_3\images\kitti\val\004583.png,2,0,2,0,0,2,0.463,0.650754,3.0,640,640,10,300
kitti,retinanet,005031,data\processed\milestone_3\images\kitti\val\005031.png,2,0,2,0,0,2,0.392485,0.708803,3.0,640,640,9,300
kitti,retinanet,005988,data\processed\milestone_3\images\kitti\val\005988.png,2,0,2,0,0,2,0.48648,0.393835,3.0,640,640,17,270
kitti,retinanet,006256,data\processed\milestone_3\images\kitti\val\006256.png,2,0,2,0,0,2,0.113031,0.549516,3.0,640,640,12,300
kitti,retinanet,007129,data\processed\milestone_3\images\kitti\val\007129.png,2,0,2,0,0,2,0.422622,0.0,3.0,640,640,7,286
kitti,retinanet,007451,data\processed\milestone_3\images\kitti\val\007451.png,2,0,2,0,0,2,0.437733,0.411383,3.0,640,640,9,300
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811445344959,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811445344959.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,8,1
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811445844951,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811445844951.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,8,1
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811446345017,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811446345017.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,1
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811446844951,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811446844951.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,1
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811447344942,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811447344942.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,9,0
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811447844906,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811447844906.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,10,2
waymo,retinanet,10335539493577748957_1372_870_1392_870_1508811448344911,data\processed\milestone_3\images\waymo\external\10335539493577748957_1372_870_1392_870_1508811448344911.png,2,0,2,0,0,2,0.0,0.0,3.0,640,640,10,2
